path,layer,extension,line_count,size_bytes,work_package
docs/inventories/package-dependencies.csv,documentation,csv,457,29055,
docs/inventories/source-target-map.csv,documentation,csv,263,31851,
docs/inventories/sql-objects.csv,documentation,csv,807,81721,
docs/inventories/ssis-packages.csv,documentation,csv,206,40163,
docs/known-unvalidated-items.md,documentation,md,240,12702,
docs/runbooks/deployment.md,documentation,md,168,6796,WP13_validation_docs
docs/runbooks/execution.md,documentation,md,145,7439,WP13_validation_docs
generators/README.md,data-generators,md,167,7880,WP12_generators
generators/config/scales.json,data-generators,json,111,3120,WP12_generators
generators/generate.py,data-generators,py,243,10693,WP12_generators
generators/sample/Sales.Orders.fmt,data-generators,fmt,24,2099,WP12_generators
generators/sample/WWI_FIN.AP_INVOICE_HDR.ctl,data-generators,ctl,44,1964,WP12_generators
generators/sample/file.landing.partner_sales_apac.txt,data-generators,txt,12,1393,WP12_generators
generators/sample/file.landing.quarantine_rejects.dat,data-generators,dat,12,2240,WP12_generators
generators/sample/manifest.excerpt.json,data-generators,json,257,9175,WP12_generators
generators/sample/oracle.WWI_FIN.AP_INVOICE_HDR.dat,data-generators,dat,12,2752,WP12_generators
generators/sample/oracle.WWI_MDM.CUST_MASTER.dat,data-generators,dat,12,2333,WP12_generators
generators/sample/oracle.WWI_REF.FX_RATE_DAILY.dat,data-generators,dat,12,555,WP12_generators
generators/sample/sqlserver.Sales.Orders.dat,data-generators,dat,12,2113,WP12_generators
generators/sample/sqlserver.Warehouse.StockItemTransactions.dat,data-generators,dat,12,1535,WP12_generators
generators/wwigen/__init__.py,data-generators,py,11,401,WP12_generators
generators/wwigen/config.py,data-generators,py,122,4577,WP12_generators
generators/wwigen/context.py,data-generators,py,76,3256,WP12_generators
generators/wwigen/defects.py,data-generators,py,162,6931,WP12_generators
generators/wwigen/documents.py,data-generators,py,286,11398,WP12_generators
generators/wwigen/entities.py,data-generators,py,427,17721,WP12_generators
generators/wwigen/keys.py,data-generators,py,113,3684,WP12_generators
generators/wwigen/loaders/__init__.py,data-generators,py,3,129,WP12_generators
generators/wwigen/loaders/bulkinsert.py,data-generators,py,146,5701,WP12_generators
generators/wwigen/loaders/sqlloader.py,data-generators,py,107,4397,WP12_generators
generators/wwigen/manifest.py,data-generators,py,104,3544,WP12_generators
generators/wwigen/regions.py,data-generators,py,235,9983,WP12_generators
generators/wwigen/rng.py,data-generators,py,97,3354,WP12_generators
generators/wwigen/schema.py,data-generators,py,121,4156,WP12_generators
generators/wwigen/skew.py,data-generators,py,86,3315,WP12_generators
generators/wwigen/tables/__init__.py,data-generators,py,54,2009,WP12_generators
generators/wwigen/tables/file_feeds.py,data-generators,py,398,16903,WP12_generators
generators/wwigen/tables/oracle_fin.py,data-generators,py,658,30140,WP12_generators
generators/wwigen/tables/oracle_mdm.py,data-generators,py,727,31612,WP12_generators
generators/wwigen/tables/oracle_proc.py,data-generators,py,551,25038,WP12_generators
generators/wwigen/tables/oracle_ref.py,data-generators,py,376,15257,WP12_generators
generators/wwigen/tables/sqlserver_ops.py,data-generators,py,744,33854,WP12_generators
generators/wwigen/tables/sqlserver_sales.py,data-generators,py,539,22757,WP12_generators
generators/wwigen/text.py,data-generators,py,177,7400,WP12_generators
generators/wwigen/timeline.py,data-generators,py,143,5969,WP12_generators
generators/wwigen/writers.py,data-generators,py,161,5611,WP12_generators
infrastructure/README.md,infrastructure,md,51,2829,WP11_agent_deployment_config
infrastructure/backup-recovery.md,infrastructure,md,84,4347,WP11_agent_deployment_config
infrastructure/monitoring.md,infrastructure,md,94,5671,WP11_agent_deployment_config
infrastructure/network.yaml,infrastructure,yaml,146,5149,WP11_agent_deployment_config
infrastructure/servers.yaml,infrastructure,yaml,236,7847,WP11_agent_deployment_config
infrastructure/service-accounts.yaml,infrastructure,yaml,164,6784,WP11_agent_deployment_config
infrastructure/storage-layout.yaml,infrastructure,yaml,133,5443,WP11_agent_deployment_config
oracle/ddl/00_DEPLOY_ORDER.md,oracle,md,141,5605,WP01_oracle_schema
oracle/ddl/01_create_tablespaces.sql,oracle,sql,76,2769,WP01_oracle_schema
oracle/ddl/02_create_profiles.sql,oracle,sql,36,1567,WP01_oracle_schema
oracle/ddl/03_create_schemas.sql,oracle,sql,83,2648,WP01_oracle_schema
oracle/ddl/04_create_roles.sql,oracle,sql,52,1594,WP01_oracle_schema
oracle/ddl/05_grant_privileges.sql,oracle,sql,306,11502,WP01_oracle_schema
oracle/ddl/06_create_directories.sql,oracle,sql,37,1511,WP01_oracle_schema
oracle/ddl/07_create_synonyms.sql,oracle,sql,100,4431,WP01_oracle_schema
oracle/ddl/08_grant_function_execute.sql,oracle,sql,48,1962,WP01_oracle_schema
oracle/ddl/09_grant_package_execute.sql,oracle,sql,59,2313,WP01_oracle_schema
oracle/functions/WWI_FIN.FN_AGING_BUCKET.sql,oracle,sql,52,1975,WP02_oracle_logic
oracle/functions/WWI_FIN.FN_CONVERT_AMOUNT.sql,oracle,sql,131,4978,WP02_oracle_logic
oracle/functions/WWI_FIN.FN_DUE_DATE.sql,oracle,sql,92,3763,WP02_oracle_logic
oracle/functions/WWI_FIN.FN_TAX_AMOUNT.sql,oracle,sql,120,5466,WP02_oracle_logic
oracle/functions/WWI_MDM.FN_CUSTOMER_STATUS.sql,oracle,sql,110,4119,WP02_oracle_logic
oracle/functions/WWI_MDM.FN_NORMALIZE_NAME.sql,oracle,sql,102,4133,WP02_oracle_logic
oracle/functions/WWI_MDM.FN_PRODUCT_ACTIVE_FLAG.sql,oracle,sql,86,3415,WP02_oracle_logic
oracle/functions/WWI_PROC.FN_PO_OPEN_QTY.sql,oracle,sql,62,2514,WP02_oracle_logic
oracle/functions/WWI_PROC.FN_RECEIPT_VARIANCE_PCT.sql,oracle,sql,68,3077,WP02_oracle_logic
oracle/functions/WWI_REF.FN_FISCAL_PERIOD.sql,oracle,sql,86,3333,WP02_oracle_logic
oracle/functions/WWI_REF.FN_TRANSLATE_CODE.sql,oracle,sql,74,3075,WP02_oracle_logic
oracle/packages/WWI_AUDIT.PKG_DATA_QUALITY.pkb.sql,oracle,sql,167,6680,WP02_oracle_logic
oracle/packages/WWI_AUDIT.PKG_DATA_QUALITY.pks.sql,oracle,sql,57,2183,WP02_oracle_logic
oracle/packages/WWI_AUDIT.PKG_EXTRACT_CONTROL.pkb.sql,oracle,sql,321,12690,WP02_oracle_logic
oracle/packages/WWI_AUDIT.PKG_EXTRACT_CONTROL.pks.sql,oracle,sql,74,2760,WP02_oracle_logic
oracle/packages/WWI_FIN.PKG_AP_INVOICE.pkb.sql,oracle,sql,556,21500,WP02_oracle_logic
oracle/packages/WWI_FIN.PKG_AP_INVOICE.pks.sql,oracle,sql,100,3732,WP02_oracle_logic
oracle/packages/WWI_FIN.PKG_AP_PAYMENT.pkb.sql,oracle,sql,393,16418,WP02_oracle_logic
oracle/packages/WWI_FIN.PKG_AP_PAYMENT.pks.sql,oracle,sql,73,2497,WP02_oracle_logic
oracle/packages/WWI_FIN.PKG_GL_POSTING.pkb.sql,oracle,sql,432,17466,WP02_oracle_logic
oracle/packages/WWI_FIN.PKG_GL_POSTING.pks.sql,oracle,sql,88,3225,WP02_oracle_logic
oracle/packages/WWI_FIN.PKG_TAX.pkb.sql,oracle,sql,259,10658,WP02_oracle_logic
oracle/packages/WWI_FIN.PKG_TAX.pks.sql,oracle,sql,77,2855,WP02_oracle_logic
oracle/packages/WWI_MDM.PKG_CUSTOMER_MASTER.pkb.sql,oracle,sql,437,17414,WP02_oracle_logic
oracle/packages/WWI_MDM.PKG_CUSTOMER_MASTER.pks.sql,oracle,sql,89,3509,WP02_oracle_logic
oracle/packages/WWI_MDM.PKG_PRODUCT_MASTER.pkb.sql,oracle,sql,236,8815,WP02_oracle_logic
oracle/packages/WWI_MDM.PKG_PRODUCT_MASTER.pks.sql,oracle,sql,59,2182,WP02_oracle_logic
oracle/packages/WWI_MDM.PKG_SUPPLIER_MASTER.pkb.sql,oracle,sql,259,10036,WP02_oracle_logic
oracle/packages/WWI_MDM.PKG_SUPPLIER_MASTER.pks.sql,oracle,sql,72,2755,WP02_oracle_logic
oracle/packages/WWI_PROC.PKG_PURCHASE_ORDER.pkb.sql,oracle,sql,389,15393,WP02_oracle_logic
oracle/packages/WWI_PROC.PKG_PURCHASE_ORDER.pks.sql,oracle,sql,88,3498,WP02_oracle_logic
oracle/packages/WWI_PROC.PKG_RECEIPTS.pkb.sql,oracle,sql,281,11784,WP02_oracle_logic
oracle/packages/WWI_PROC.PKG_RECEIPTS.pks.sql,oracle,sql,67,2836,WP02_oracle_logic
oracle/packages/WWI_PROC.PKG_SUPPLIER_PERF.pkb.sql,oracle,sql,232,9343,WP02_oracle_logic
oracle/packages/WWI_PROC.PKG_SUPPLIER_PERF.pks.sql,oracle,sql,55,1823,WP02_oracle_logic
oracle/packages/WWI_REF.PKG_CODE_TRANSLATION.pkb.sql,oracle,sql,186,7567,WP02_oracle_logic
oracle/packages/WWI_REF.PKG_CODE_TRANSLATION.pks.sql,oracle,sql,55,2435,WP02_oracle_logic
oracle/packages/WWI_REF.PKG_FX.pkb.sql,oracle,sql,227,8732,WP02_oracle_logic
oracle/packages/WWI_REF.PKG_FX.pks.sql,oracle,sql,65,2414,WP02_oracle_logic
oracle/procedures/WWI_AUDIT.PRC_ADVANCE_WATERMARKS.sql,oracle,sql,100,4480,WP02_oracle_logic
oracle/procedures/WWI_AUDIT.PRC_PREPARE_CUSTOMER_EXTRACT.sql,oracle,sql,76,3249,WP02_oracle_logic
oracle/procedures/WWI_AUDIT.PRC_PREPARE_INVOICE_EXTRACT.sql,oracle,sql,76,3058,WP02_oracle_logic
oracle/procedures/WWI_AUDIT.PRC_PURGE_ERP_HISTORY.sql,oracle,sql,109,3824,WP02_oracle_logic
oracle/procedures/WWI_AUDIT.PRC_RUN_DQ_CHECKS.sql,oracle,sql,85,3764,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_ACCRUE_UNINVOICED_RECEIPTS.sql,oracle,sql,160,6170,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_BUILD_AGING_SNAPSHOT.sql,oracle,sql,206,8467,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_CLOSE_ACCOUNTING_PERIOD.sql,oracle,sql,130,4909,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_LOAD_AP_AGING.sql,oracle,sql,81,3229,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_LOAD_INVOICE_INTERFACE.sql,oracle,sql,145,6440,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_REVALUE_AP_BALANCES.sql,oracle,sql,131,5731,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_RUN_COST_ALLOCATION.sql,oracle,sql,153,6050,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_RUN_DUNNING.sql,oracle,sql,163,7035,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_RUN_NIGHTLY_AP.sql,oracle,sql,113,4727,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_RUN_PAYMENT_PROPOSAL.sql,oracle,sql,109,4179,WP02_oracle_logic
oracle/procedures/WWI_FIN.PRC_RUN_PERIOD_CLOSE.sql,oracle,sql,89,4021,WP02_oracle_logic
oracle/procedures/WWI_MDM.PRC_LOAD_CUSTOMER_INTERFACE.sql,oracle,sql,145,6340,WP02_oracle_logic
oracle/procedures/WWI_MDM.PRC_MERGE_DUPLICATE_CUSTOMERS.sql,oracle,sql,98,3947,WP02_oracle_logic
oracle/procedures/WWI_MDM.PRC_PURGE_CUSTOMER_CONSENT.sql,oracle,sql,73,2752,WP02_oracle_logic
oracle/procedures/WWI_PROC.PRC_BUILD_SUPPLIER_SCORECARD.sql,oracle,sql,85,3702,WP02_oracle_logic
oracle/procedures/WWI_PROC.PRC_CLOSE_STALE_PO.sql,oracle,sql,79,3037,WP02_oracle_logic
oracle/procedures/WWI_PROC.PRC_LOAD_ASN_INTERFACE.sql,oracle,sql,147,6099,WP02_oracle_logic
oracle/procedures/WWI_PROC.PRC_RELEASE_REQUISITIONS.sql,oracle,sql,140,5573,WP02_oracle_logic
oracle/procedures/WWI_REF.PRC_LOAD_FX_RATES.sql,oracle,sql,138,5091,WP02_oracle_logic
oracle/reference/01_region_country_geography.sql,oracle,sql,259,11162,WP01_oracle_schema
oracle/reference/02_currency_and_fx_rates.sql,oracle,sql,140,9346,WP01_oracle_schema
oracle/reference/03_city_and_postal_geography.sql,oracle,sql,172,10722,WP01_oracle_schema
oracle/reference/04_uom_language_incoterm.sql,oracle,sql,212,12579,WP01_oracle_schema
oracle/reference/05_tax_na_sales_and_use.sql,oracle,sql,150,9494,WP01_oracle_schema
oracle/reference/06_tax_eu_vat.sql,oracle,sql,162,10185,WP01_oracle_schema
oracle/reference/07_tax_apac_gst.sql,oracle,sql,140,8752,WP01_oracle_schema
oracle/reference/08_payment_terms_and_methods.sql,oracle,sql,250,15094,WP01_oracle_schema
oracle/reference/09_status_and_reason_codes.sql,oracle,sql,335,20631,WP01_oracle_schema
oracle/reference/10_chart_of_accounts_and_cost_centers.sql,oracle,sql,478,28566,WP01_oracle_schema
oracle/reference/11_fiscal_calendars_and_periods.sql,oracle,sql,201,14067,WP01_oracle_schema
oracle/reference/12_withholding_rules.sql,oracle,sql,142,8856,WP01_oracle_schema
oracle/seed/01_source_system_ref.sql,oracle,sql,118,7829,WP01_oracle_schema
oracle/seed/02_code_translation_external_codes.sql,oracle,sql,180,10622,WP01_oracle_schema
oracle/seed/03_code_translation_parameters.sql,oracle,sql,206,12278,WP01_oracle_schema
oracle/seed/04_extract_control_seed.sql,oracle,sql,251,16078,WP01_oracle_schema
oracle/seed/05_cost_allocation_rules.sql,oracle,sql,166,10853,WP01_oracle_schema
oracle/tables/AA_grant_cross_schema_references.sql,oracle,sql,23,1154,WP01_oracle_schema
oracle/tables/WWI_AUDIT.CHANGE_LOG.sql,oracle,sql,73,3042,WP01_oracle_schema
oracle/tables/WWI_AUDIT.EXTRACT_CONTROL.sql,oracle,sql,79,3569,WP01_oracle_schema
oracle/tables/WWI_AUDIT.INTERFACE_ERROR.sql,oracle,sql,66,2985,WP01_oracle_schema
oracle/tables/WWI_AUDIT.PURGE_LOG.sql,oracle,sql,60,2826,WP01_oracle_schema
oracle/tables/WWI_FIN.AP_AGING_SNAPSHOT.sql,oracle,sql,73,3467,WP01_oracle_schema
oracle/tables/WWI_FIN.AP_INVOICE_HDR.sql,oracle,sql,128,6367,WP01_oracle_schema
oracle/tables/WWI_FIN.AP_INVOICE_HOLD.sql,oracle,sql,64,2906,WP01_oracle_schema
oracle/tables/WWI_FIN.AP_INVOICE_LINE.sql,oracle,sql,101,4718,WP01_oracle_schema
oracle/tables/WWI_FIN.AP_PAYMENT.sql,oracle,sql,95,4476,WP01_oracle_schema
oracle/tables/WWI_FIN.AP_PAYMENT_APPLY.sql,oracle,sql,63,3012,WP01_oracle_schema
oracle/tables/WWI_FIN.COST_ALLOCATION_RULE.sql,oracle,sql,68,3287,WP01_oracle_schema
oracle/tables/WWI_FIN.COST_CENTER.sql,oracle,sql,62,2798,WP01_oracle_schema
oracle/tables/WWI_FIN.GL_ACCOUNT.sql,oracle,sql,83,3877,WP01_oracle_schema
oracle/tables/WWI_FIN.GL_JOURNAL_HDR.sql,oracle,sql,93,4587,WP01_oracle_schema
oracle/tables/WWI_FIN.GL_JOURNAL_LINE.sql,oracle,sql,101,4766,WP01_oracle_schema
oracle/tables/WWI_FIN.GL_PERIOD_STATUS.sql,oracle,sql,59,3012,WP01_oracle_schema
oracle/tables/WWI_FIN.PAYMENT_TERMS.sql,oracle,sql,66,3218,WP01_oracle_schema
oracle/tables/WWI_FIN.TAX_JURISDICTION.sql,oracle,sql,73,3494,WP01_oracle_schema
oracle/tables/WWI_FIN.TAX_RATE.sql,oracle,sql,79,3858,WP01_oracle_schema
oracle/tables/WWI_FIN.WITHHOLDING_RULE.sql,oracle,sql,60,2946,WP01_oracle_schema
oracle/tables/WWI_MDM.CUST_ADDRESS.sql,oracle,sql,90,4198,WP01_oracle_schema
oracle/tables/WWI_MDM.CUST_CLASSIFICATION.sql,oracle,sql,58,2802,WP01_oracle_schema
oracle/tables/WWI_MDM.CUST_CONTACT.sql,oracle,sql,74,3386,WP01_oracle_schema
oracle/tables/WWI_MDM.CUST_CREDIT_PROFILE.sql,oracle,sql,73,3297,WP01_oracle_schema
oracle/tables/WWI_MDM.CUST_HIERARCHY.sql,oracle,sql,63,2908,WP01_oracle_schema
oracle/tables/WWI_MDM.CUST_MASTER.sql,oracle,sql,109,5000,WP01_oracle_schema
oracle/tables/WWI_MDM.CUST_SEGMENT_ASSIGN.sql,oracle,sql,59,2756,WP01_oracle_schema
oracle/tables/WWI_MDM.MDM_MERGE_HISTORY.sql,oracle,sql,60,2723,WP01_oracle_schema
oracle/tables/WWI_MDM.PARTY_XREF.sql,oracle,sql,64,3032,WP01_oracle_schema
oracle/tables/WWI_MDM.PRODUCT_CATEGORY.sql,oracle,sql,52,2389,WP01_oracle_schema
oracle/tables/WWI_MDM.PRODUCT_HIERARCHY.sql,oracle,sql,55,2434,WP01_oracle_schema
oracle/tables/WWI_MDM.PRODUCT_MASTER.sql,oracle,sql,99,4642,WP01_oracle_schema
oracle/tables/WWI_MDM.PRODUCT_SUBSTITUTE.sql,oracle,sql,60,2871,WP01_oracle_schema
oracle/tables/WWI_MDM.PRODUCT_UOM_CONV.sql,oracle,sql,53,2577,WP01_oracle_schema
oracle/tables/WWI_MDM.SUPP_ADDRESS.sql,oracle,sql,66,3016,WP01_oracle_schema
oracle/tables/WWI_MDM.SUPP_BANK_ACCOUNT.sql,oracle,sql,78,3695,WP01_oracle_schema
oracle/tables/WWI_MDM.SUPP_CERTIFICATION.sql,oracle,sql,56,2580,WP01_oracle_schema
oracle/tables/WWI_MDM.SUPP_CONTACT.sql,oracle,sql,62,2730,WP01_oracle_schema
oracle/tables/WWI_MDM.SUPP_MASTER.sql,oracle,sql,95,4686,WP01_oracle_schema
oracle/tables/WWI_PROC.GOODS_RETURN_HDR.sql,oracle,sql,69,3065,WP01_oracle_schema
oracle/tables/WWI_PROC.GOODS_RETURN_LINE.sql,oracle,sql,67,3057,WP01_oracle_schema
oracle/tables/WWI_PROC.PO_CHANGE_ORDER.sql,oracle,sql,64,2915,WP01_oracle_schema
oracle/tables/WWI_PROC.PO_RECEIPT_HDR.sql,oracle,sql,78,3596,WP01_oracle_schema
oracle/tables/WWI_PROC.PO_RECEIPT_LINE.sql,oracle,sql,94,4500,WP01_oracle_schema
oracle/tables/WWI_PROC.PURCHASE_ORDER_HDR.sql,oracle,sql,118,5855,WP01_oracle_schema
oracle/tables/WWI_PROC.PURCHASE_ORDER_LINE.sql,oracle,sql,103,4992,WP01_oracle_schema
oracle/tables/WWI_PROC.REQUISITION_HDR.sql,oracle,sql,72,3475,WP01_oracle_schema
oracle/tables/WWI_PROC.REQUISITION_LINE.sql,oracle,sql,64,2860,WP01_oracle_schema
oracle/tables/WWI_PROC.SOURCING_EVENT.sql,oracle,sql,65,3078,WP01_oracle_schema
oracle/tables/WWI_PROC.SUPPLIER_QUOTE.sql,oracle,sql,67,2988,WP01_oracle_schema
oracle/tables/WWI_PROC.SUPPLIER_QUOTE_LINE.sql,oracle,sql,62,2839,WP01_oracle_schema
oracle/tables/WWI_PROC.SUPPLIER_SCORECARD.sql,oracle,sql,74,3677,WP01_oracle_schema
oracle/tables/WWI_PROC.VENDOR_CONTRACT.sql,oracle,sql,86,3976,WP01_oracle_schema
oracle/tables/WWI_PROC.VENDOR_CONTRACT_LINE.sql,oracle,sql,65,2944,WP01_oracle_schema
oracle/tables/WWI_REF.CALENDAR_FISCAL.sql,oracle,sql,61,2905,WP01_oracle_schema
oracle/tables/WWI_REF.CITY_REF.sql,oracle,sql,57,2396,WP01_oracle_schema
oracle/tables/WWI_REF.CODE_TRANSLATION.sql,oracle,sql,59,2922,WP01_oracle_schema
oracle/tables/WWI_REF.COUNTRY_REF.sql,oracle,sql,61,2845,WP01_oracle_schema
oracle/tables/WWI_REF.CURRENCY_CODE.sql,oracle,sql,50,2418,WP01_oracle_schema
oracle/tables/WWI_REF.FX_RATE_DAILY.sql,oracle,sql,63,2974,WP01_oracle_schema
oracle/tables/WWI_REF.INCOTERM_REF.sql,oracle,sql,42,2098,WP01_oracle_schema
oracle/tables/WWI_REF.LANGUAGE_REF.sql,oracle,sql,38,1857,WP01_oracle_schema
oracle/tables/WWI_REF.PAYMENT_METHOD_REF.sql,oracle,sql,57,2797,WP01_oracle_schema
oracle/tables/WWI_REF.POSTAL_REF.sql,oracle,sql,61,2742,WP01_oracle_schema
oracle/tables/WWI_REF.REASON_CODE_REF.sql,oracle,sql,47,2357,WP01_oracle_schema
oracle/tables/WWI_REF.REGION_REF.sql,oracle,sql,45,2243,WP01_oracle_schema
oracle/tables/WWI_REF.SOURCE_SYSTEM_REF.sql,oracle,sql,48,2252,WP01_oracle_schema
oracle/tables/WWI_REF.STATUS_CODE_REF.sql,oracle,sql,50,2434,WP01_oracle_schema
oracle/tables/WWI_REF.UOM_REF.sql,oracle,sql,47,2333,WP01_oracle_schema
oracle/tables/ZZ_add_future_partitions.sql,oracle,sql,65,3000,WP01_oracle_schema
oracle/views/WWI_AUDIT.V_EXTRACT_WATERMARK.sql,oracle,sql,58,3018,WP02_oracle_logic
oracle/views/WWI_FIN.V_AP_AGING_CURRENT.sql,oracle,sql,56,2594,WP02_oracle_logic
oracle/views/WWI_FIN.V_AP_INVOICE_EXTRACT.sql,oracle,sql,85,4433,WP02_oracle_logic
oracle/views/WWI_FIN.V_AP_PAYMENT_EXTRACT.sql,oracle,sql,77,3971,WP02_oracle_logic
oracle/views/WWI_FIN.V_COST_CENTER_HIERARCHY.sql,oracle,sql,58,2789,WP02_oracle_logic
oracle/views/WWI_FIN.V_GL_JOURNAL_EXTRACT.sql,oracle,sql,69,3511,WP02_oracle_logic
oracle/views/WWI_MDM.V_CUSTOMER_ADDRESS_CURRENT.sql,oracle,sql,82,4133,WP02_oracle_logic
oracle/views/WWI_MDM.V_CUSTOMER_EXTRACT.sql,oracle,sql,86,5045,WP02_oracle_logic
oracle/views/WWI_MDM.V_PRODUCT_EXTRACT.sql,oracle,sql,77,4030,WP02_oracle_logic
oracle/views/WWI_MDM.V_PRODUCT_HIERARCHY_FLAT.sql,oracle,sql,57,3260,WP02_oracle_logic
oracle/views/WWI_MDM.V_SUPPLIER_BANK_MASKED.sql,oracle,sql,50,2784,WP02_oracle_logic
oracle/views/WWI_MDM.V_SUPPLIER_EXTRACT.sql,oracle,sql,95,4903,WP02_oracle_logic
oracle/views/WWI_PROC.V_OPEN_PO_BALANCE.sql,oracle,sql,84,4180,WP02_oracle_logic
oracle/views/WWI_PROC.V_PO_LINE_EXTRACT.sql,oracle,sql,76,3896,WP02_oracle_logic
oracle/views/WWI_PROC.V_PURCHASE_ORDER_EXTRACT.sql,oracle,sql,95,4338,WP02_oracle_logic
oracle/views/WWI_PROC.V_RECEIPT_EXTRACT.sql,oracle,sql,63,3070,WP02_oracle_logic
oracle/views/WWI_PROC.V_SUPPLIER_SCORECARD_CURRENT.sql,oracle,sql,75,3671,WP02_oracle_logic
oracle/views/WWI_REF.V_CURRENCY_EXTRACT.sql,oracle,sql,60,2911,WP02_oracle_logic
oracle/views/WWI_REF.V_FX_RATE_LATEST.sql,oracle,sql,51,2690,WP02_oracle_logic
oracle/views/WWI_REF.V_GEOGRAPHY_EXTRACT.sql,oracle,sql,62,2802,WP02_oracle_logic
oracle/views/WWI_REF.V_PAYMENT_TERMS_EXTRACT.sql,oracle,sql,55,3042,WP02_oracle_logic
power-bi-dashboards/README.md,base-sample,md,69,2833,
power-bi-dashboards/WWI-SalesOrders.pbix,base-sample,pbix,108,29460,
power-bi-dashboards/WWIDW-Sales.pbix,base-sample,pbix,357,90610,
sample-scripts/always-encrypted/DemonstrateAlwaysEncrypted - Window 2.sql,base-sample,sql,22,766,
sample-scripts/always-encrypted/DemonstrateAlwaysEncrypted.sql,base-sample,sql,135,5817,
sample-scripts/always-encrypted/PopulateAlwaysEncryptedData.sln,base-sample,sln,22,1026,
sample-scripts/always-encrypted/PopulateAlwaysEncryptedData/App.config,base-sample,config,18,961,
sample-scripts/always-encrypted/PopulateAlwaysEncryptedData/PopulateAlwaysEncryptedData.csproj,base-sample,csproj,90,3992,
sample-scripts/always-encrypted/PopulateAlwaysEncryptedData/PopulateAlwaysEncryptedDataMain.Designer.cs,base-sample,cs,106,5096,
sample-scripts/always-encrypted/PopulateAlwaysEncryptedData/PopulateAlwaysEncryptedDataMain.cs,base-sample,cs,144,5439,
sample-scripts/always-encrypted/PopulateAlwaysEncryptedData/PopulateAlwaysEncryptedDataMain.resx,base-sample,resx,123,5948,
sample-scripts/always-encrypted/PopulateAlwaysEncryptedData/Program.cs,base-sample,cs,22,554,
